Agency,Neighborhood,Price,link,sq_mtrs,Bedrooms,Bathrooms
Royani Properties Limited,"Mocah Courtyard, Kiambu Road, Kiambu Road","KSh 72,000",/listings/3-bedroom-apartment-for-rent-2-3443500,3,3,3
Tysons Limited,"Kileleshwa, Dagoretti North","KSh 72,500",/listings/2-bedroom-apartment-for-rent-kileleshwa-3458047,2,2,2
Ogaye Enterprises,"Shanzu, Shanzu, Kisauni","KSh 73,000",/listings/3-bedroom-apartment-for-rent-shanzu-3401131,3,3,4
Coralinternational Ltd,"Rhapta Road, Westlands Area, Westlands","KSh 75,000",/listings/2-bedroom-apartment-for-rent-westlands-area-3452383,2,2,2
Opus Properties,"Thindigua, Thindigua","KSh 75,000",/listings/3-bedroom-apartment-for-rent-thindigua-3447542,3,3,3
Ace Realtors Limited,"21 04 20, 21 RA, Westlands Area, Westlands","KSh 75,000",/listings/2-bedroom-apartment-for-rent-westlands-area-3466894,158,2,2
Regent Management Ltd,"Kilimani, Dagoretti North","KSh 75,000",/listings/3-bedroom-apartment-for-rent-kilimani-3464574,3,3,2
Regent Management Ltd,"Dennis Pritt, Dagoretti North","KSh 75,000",/listings/3-bedroom-apartment-for-rent-dennis-pritt-3467870,3,3,2
Pam Golding Properties,"Kilimani, Dagoretti North","KSh 75,000",/listings/3-bedroom-apartment-for-rent-kilimani-3441408,3,3,3
Ace Realtors Limited,"21 04 20, 21 RA, Westlands Area, Westlands","KSh 75,000",/listings/2-bedroom-apartment-for-rent-westlands-area-3466894,158,2,2
Prudential Green Ville,"kileleshwa, Kileleshwa, Kileleshwa, Dagoretti North","KSh 75,000",/listings/2-bedroom-apartment-for-rent-kileleshwa-2-3456743,2,2,2
Prudential Green Ville,"lavington, Lavington, Lavington, Dagoretti North","KSh 75,000",/listings/2-bedroom-apartment-for-rent-lavington-1-3458929,2,2,2
Prudential Green Ville,"kilimani, kilimani, Kilimani, Dagoretti North","KSh 75,000",/listings/3-bedroom-apartment-for-rent-kilimani-3463993,3,3,2
Blueline Properties 1023,"9 Riverside Drive, Riverside, Westlands","KSh 75,000",/listings/2-bedroom-apartment-for-rent-riverside-3386112,2,2,2
Origin Homes,"Lavington, Dagoretti North","KSh 75,000",/listings/3-bedroom-apartment-for-rent-lavington-3458918,3,3,3
Origin Homes,"Kilimani, Dagoretti North","KSh 75,000",/listings/3-bedroom-apartment-for-rent-kilimani-3459619,3,3,5
Origin Homes,"Lavington, Dagoretti North","KSh 75,000",/listings/2-bedroom-apartment-for-rent-lavington-3462881,2,2,3
Buy Rent Shelters,"Loresho, Westlands Area, Westlands","KSh 75,000",/listings/3-bedroom-apartment-for-rent-westlands-area-3467185,3,3,3
Orion Valuers,"Kilimani, Dagoretti North","KSh 75,000",/listings/2-bedroom-apartment-for-rent-kilimani-3403779,2,2,2
Wealthlink Realtors Ltd,"Westlands Area, Westlands","KSh 75,000",/listings/3-bedroom-apartment-for-rent-westlands-area-3460971,3,3,3
Wealthlink Realtors Ltd,"Westlands Area, Westlands","KSh 75,000",/listings/2-bedroom-apartment-for-rent-westlands-area-3466561,21780,2,2
Westside Real Estate,"1, Argwings Kodhek, Kilimani, Dagoretti North","KSh 75,000",/listings/1-bedroom-apartment-for-rent-kilimani-3461830,70,1,1
Naftal Properties,"Lavington, Dagoretti North","KSh 75,000",/listings/2-bedroom-apartment-for-rent-lavington-3465971,2,2,3
Rayalink Properties,"kingara road, Lavington, Dagoretti North","KSh 75,000",/listings/4-bedroom-apartment-for-rent-lavington-3461562,4,4,3
Absolute Estate Agents,"Ring Road Kilimani, Kilimani, Dagoretti North","KSh 75,000",/listings/2-bedroom-apartment-for-rent-kilimani-3467082,2,2,3
Absolute Estate Agents,"Riara Road, Dagoretti North","KSh 75,000",/listings/3-bedroom-apartment-for-rent-riara-road-3467540,3,3,2
Paradigm Homes,"Riara Road, Dagoretti North","KSh 75,000",/listings/3-bedroom-apartment-for-rent-riara-road-3411915,3,3,4
Paradigm Homes,"Gitanga Road, Lavington, Dagoretti North","KSh 75,000",/listings/3-bedroom-apartment-for-rent-lavington-3425339,3,3,
Royani Properties Limited,"Fourways Junction Estate, Kiambu Road, Kiambu Road","KSh 75,000",/listings/4-bedroom-apartment-for-rent-3414310,120,4,3
Yellow Market,"Near Junctiona Mall, Kilimani, Dagoretti North","KSh 75,000",/listings/2-bedroom-apartment-for-rent-kilimani-3415957,2,2,3
Pmc Estates Limited,"Waiyaki Way, Westlands","KSh 75,000",/listings/3-bedroom-apartment-for-rent-waiyaki-way-3454404,3,3,
Knight Frank,"Miotoni West Road, Karen, Langata","KSh 75,000",/listings/furnished-1-bedroom-apartment-for-rent-karen-3433706,1,1,
Casapiu Holdings Limited,"Rhapta Road, Westlands","KSh 75,000",/listings/3-bedroom-apartment-for-rent-rhapta-road-3468378,3,3,3
Cfs Homes,"Kilimani, Dagoretti North","KSh 75,000",/listings/3-bedroom-apartment-for-rent-kilimani-3438402,3,3,
Pc Properties Real Estate Agency,"Ngong Rd, Kilimani, Dagoretti North","KSh 75,000",/listings/3-bedroom-apartment-for-rent-kilimani-3466193,3,3,3
Landmark Realtors Ltd,"Lavington, Dagoretti North","KSh 75,000",/listings/3-bedroom-apartment-for-rent-lavington-3461925,3,3,2
Kenya Classic Homes,"Lavington, Dagoretti North","KSh 75,000",/listings/3-bedroom-apartment-for-rent-lavington-3449196,128,3,3
Kenya Classic Homes,"Lavington, Dagoretti North","KSh 75,000",/listings/3-bedroom-apartment-for-rent-lavington-3459375,111,3,3
Kenya Classic Homes,"Kilimani, Dagoretti North","KSh 75,000",/listings/2-bedroom-apartment-for-rent-kilimani-3465737,120,2,2
Azizi Realtors,"Westlands Area, Westlands","KSh 75,000",/listings/2-bedroom-apartment-for-rent-westlands-area-3465296,2,2,2
Habitat Realtors International Ltd,"Waiyaki Way- Waruku, Waruku, Waiyaki Way, Westlands","KSh 75,000",/listings/3-bedroom-apartment-for-rent-waiyaki-way-3462676,125,3,3
Habitat Realtors International Ltd,"Parklane Place, Kandara Road, Kileleshwa, Dagoretti North","KSh 75,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3464231,115,3,2
Prudential Green Ville,"riverside, Riverside, Riverside, Westlands","KSh 75,000",/listings/3-bedroom-apartment-for-rent-riverside-1-3455770,3,3,2
Prudential Green Ville,"lavington, Lavington, Lavington, Dagoretti North","KSh 75,000",/listings/3-bedroom-apartment-for-rent-lavington-1-3456349,3,3,2
Prudential Green Ville,"kilimani, kilimani, Kilimani, Dagoretti North","KSh 75,000",/listings/2-bedroom-apartment-for-rent-kilimani-3460829,2,2,2
Prudential Green Ville,"riverside, riverside, Riverside, Westlands","KSh 75,000",/listings/3-bedroom-apartment-for-rent-riverside-3461576,3,3,2
Prudential Green Ville,"lavington, lavington, Lavington, Dagoretti North","KSh 75,000",/listings/3-bedroom-apartment-for-rent-lavington-3464503,3,3,3
Prudential Green Ville,"kilimani, kilimani, Kilimani, Dagoretti North","KSh 75,000",/listings/2-bedroom-apartment-for-rent-kilimani-3465231,2,2,2
Prudential Green Ville,"kilimani, kilimani, Kilimani, Dagoretti North","KSh 75,000",/listings/3-bedroom-apartment-for-rent-kilimani-3468507,3,3,2
Paradigm Homes,"Argwings Kodhek Road, Kilimani, Dagoretti North","KSh 75,000",/listings/3-bedroom-apartment-for-rent-kilimani-3412063,3,3,
Blueline Properties 1023,"Ojijo, Parklands, Westlands","KSh 75,000",/listings/furnished-2-bedroom-apartment-for-rent-parklands-3417989,2,2,1
Blueline Properties 1023,"9 Riverside Drive, Riverside, Westlands","KSh 75,000",/listings/2-bedroom-apartment-for-rent-riverside-3417992,2,2,3
Royani Properties Limited,"Riara Downs Apartments, Riara Road, Dagoretti North","KSh 75,000",/listings/4-bedroom-apartment-for-rent-riara-road-3459399,4,4,3
Ever Forgarden ,"Denis Pritt, Kilimani, Dagoretti North","KSh 75,000",/listings/3-bedroom-apartment-for-rent-kilimani-3467115,3,3,
Paradigm Homes,"Argwings Kodhek Road, Kilimani, Dagoretti North","KSh 75,000",/listings/3-bedroom-apartment-for-rent-kilimani-3412063,3,3,
Apogee Realty Homes,"Hatheru Road, Lavington, Dagoretti North","KSh 75,000",/listings/3-bedroom-apartment-for-rent-lavington-3466941,3,3,2
Cfs Homes,"Kilimani, Dagoretti North","KSh 75,000",/listings/3-bedroom-apartment-for-rent-kilimani-3438919,3,3,
Cfs Homes,"Kitengela, Kajiado North","KSh 75,000",/listings/furnished-2-bedroom-apartment-for-rent-kitengela-3466539,2,2,2
Cfs Homes,"Yaya Center, Kilimani, Dagoretti North","KSh 75,000",/listings/2-bedroom-apartment-for-rent-kilimani-3467269,2,2,2
Pc Properties Real Estate Agency,"Riara Rd, Lavington, Dagoretti North","KSh 75,000",/listings/2-bedroom-apartment-for-rent-lavington-3466217,2,2,3
Coralinternational Ltd,"Mvuli Road, Westlands Area, Westlands","KSh 75,000",/listings/2-bedroom-apartment-for-rent-westlands-area-3439104,2,2,
Green Knight Properties,"Mandera road, Kileleshwa, Dagoretti North","KSh 75,000",/listings/2-bedroom-apartment-for-rent-kileleshwa-3449877,2,2,2
Green Knight Properties,"Lavington, Dagoretti North","KSh 75,000",/listings/furnished-2-bedroom-apartment-for-rent-lavington-3453201,2,2,2
Eastwood Consulting Ltd,"Mogotio Road, Westlands Area, Westlands","KSh 75,000",/listings/2-bedroom-apartment-for-rent-westlands-area-3421521,158,2,2
Prime Lands,"Kilimani, Dagoretti North","KSh 75,000",/listings/2-bedroom-apartment-for-rent-kilimani-3467841,1250,2,2
Prime Lands,"Kilimani, Dagoretti North","KSh 75,000",/listings/2-bedroom-apartment-for-rent-kilimani-3467841,1250,2,2
Prudential Green Ville,"lavington, Lavington, Lavington, Dagoretti North","KSh 75,000",/listings/3-bedroom-apartment-for-rent-lavington-2-3452109,3,3,3
Prudential Green Ville,"kilimani, Kilimani, Kilimani, Dagoretti North","KSh 75,000",/listings/3-bedroom-apartment-for-rent-kilimani-1-3453375,3,3,2
Prudential Green Ville,"lavington, Lavington, Lavington, Dagoretti North","KSh 75,000",/listings/3-bedroom-apartment-for-rent-lavington-1-3457203,3,3,3
Prudential Green Ville,"kilimani, kilimani, Kilimani, Dagoretti North","KSh 75,000",/listings/4-bedroom-apartment-for-rent-kilimani-3467295,4,4,4
Capstone Properties,"Riverside, Westlands","KSh 75,000",/listings/2-bedroom-apartment-for-rent-riverside-3457942,2,2,
Eden Height Realty,"Kileleshwa, Dagoretti North","KSh 75,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3461766,3,3,3
Real Management Services 2002Limited,"1, Killimani, Kilimani, Dagoretti North","KSh 75,000",/listings/2-bedroom-apartment-for-rent-kilimani-37,2,2,2
Pam Golding Properties,"Kilimani, Dagoretti North","KSh 75,000",/listings/2-bedroom-apartment-for-rent-kilimani-3437571,2,2,1
Pam Golding Properties,"Kilimani, Dagoretti North","KSh 75,000",/listings/3-bedroom-apartment-for-rent-kilimani-3447734,3,3,3
Azizi Realtors,"Kilimani, Dagoretti North","KSh 75,000",/listings/2-bedroom-apartment-for-rent-kilimani-3448875,2,2,
Absolute Estate Agents,"Hatheru Rd,, Lavington, Dagoretti North","KSh 75,000",/listings/3-bedroom-apartment-for-rent-lavington-3418990,3,3,5
Absolute Estate Agents,"Kileleshwa, Dagoretti North","KSh 75,000",/listings/2-bedroom-apartment-for-rent-kileleshwa-3463550,2,2,3
Absolute Estate Agents,"Riara Road, Dagoretti North","KSh 75,000",/listings/3-bedroom-apartment-for-rent-riara-road-3467539,3,3,2
Jazari Homes,"Argwing kodhek road, Lavington, Lavington, Dagoretti North","KSh 75,000",/listings/3-bedroom-apartment-for-rent-lavington-3464263,3,3,2
Paradigm Homes,"Riara Road, Kilimani, Dagoretti North","KSh 75,000",/listings/3-bedroom-apartment-for-rent-kilimani-3425342,3,3,
Paradigm Homes,"Kilimani, Dagoretti North","KSh 75,000",/listings/2-bedroom-apartment-for-rent-kilimani-1-3454767,2,2,3
Royani Properties Limited,"Fourways Junction Estate, Kiambu Road, Kiambu Road","KSh 75,000",/listings/4-bedroom-apartment-for-rent-3463891,4,4,3
Lavingtonmanagement,"Kabaseriani, Lavington, Dagoretti North","KSh 75,000",/listings/3-bedroom-apartment-for-rent-lavington-3464086,3,3,3
Buy Rent Shelters,"Chelezo House Kindaruma Rd, Kilimani, Dagoretti North","KSh 75,000",/listings/2-bedroom-apartment-for-rent-kilimani-3466666,2,2,2
Yellow Market,"Off Gitanga Road, Valley Arcade, Dagoretti North","KSh 75,000",/listings/3-bedroom-apartment-for-rent-valley-arcade-1-3411708,3,3,2
Shingles Kenya Limited,"Naivasha, Naivasha Road, Dagoretti North","KSh 75,000",/listings/3-bedroom-apartment-for-rent-naivasha-road-3462565,3,3,2
Splendour Real Estate,"Lavington, Dagoretti North","KSh 75,000",/listings/2-bedroom-apartment-for-rent-lavington-3465167,2,2,
Cfs Homes,"Kilimani, Dagoretti North","KSh 75,000",/listings/3-bedroom-apartment-for-rent-kilimani-3438501,3,3,
Cfs Homes,"Westlands Area, Westlands","KSh 75,000",/listings/3-bedroom-apartment-for-rent-westlands-area-3438963,3,3,4
Cfs Homes,"Kileleshwa, Dagoretti North","KSh 75,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-1-3440395,3,3,
Naftal Properties,"Riverside, Westlands","KSh 75,000",/listings/1-bedroom-apartment-for-rent-riverside-1-3454201,1,1,
Naftal Properties,"Lavington, Dagoretti North","KSh 75,000",/listings/2-bedroom-apartment-for-rent-lavington-3465972,2,2,2
Naftal Properties,"Rhapta Road, Westlands","KSh 75,000",/listings/4-bedroom-apartment-for-rent-rhapta-road-3467043,4,4,
Afrique Properties Limited,"Kingara Road, Lavington, Dagoretti North","KSh 75,000",/listings/3-bedroom-apartment-for-rent-lavington-1-3458248,3,3,3
Afrique Properties Limited,"Gitanga Road, Lavington, Dagoretti North","KSh 75,000",/listings/3-bedroom-apartment-for-rent-lavington-3462417,3,3,2
Splendor Holdings,"Lavington, Dagoretti North","KSh 75,000",/listings/3-bedroom-apartment-for-rent-lavington-3452367,3,3,
Greenday Properties,"Parklands, Westlands","KSh 75,000",/listings/2-bedroom-apartment-for-rent-parklands-1-3459235,2,2,2
Crystal Valuers Ltd,"Arwings Kodheck, Kilimani, Dagoretti North","KSh 75,000",/listings/2-bedroom-apartment-for-rent-kilimani-3463126,125,2,2
Pmm Properties,"Off Rhapta Road, Rhapta Road, Westlands","KSh 75,000",/listings/3-bedroom-apartment-for-rent-rhapta-road-3463167,3,3,2
J M Mccarthy Properties Ltd,"Lavington, Dagoretti North","KSh 75,000",/listings/2-bedroom-apartment-for-rent-lavington-3441983,2,2,2
Landmark Top Solutions,"Lavington, Dagoretti North","KSh 76,000",/listings/3-bedroom-apartment-for-rent-lavington-3464896,3,3,4
Ace Realtors Limited,"21 05 05, 41 RA, Westlands Area, Westlands","KSh 77,000",/listings/3-bedroom-apartment-for-rent-westlands-area-3468373,371,3,3
Franic Villa Properties,"Ole Dume, Ole Dume, Kilimani, Dagoretti North","KSh 77,000",/listings/3-bedroom-apartment-for-rent-kilimani-3468418,3,3,3
Absolute Estate Agents,"Lenana rd,Kilimani, Kilimani, Dagoretti North","KSh 78,000",/listings/2-bedroom-apartment-for-rent-kilimani-40609,123,2,2
Absolute Estate Agents,"Kilimani, Dagoretti North","KSh 78,000",/listings/2-bedroom-apartment-for-rent-kilimani-3457279,2,2,
Pam Golding Properties,"Kilimani, Dagoretti North","KSh 78,000",/listings/3-bedroom-apartment-for-rent-kilimani-3435629,3,3,2
Pam Golding Properties,"Kileleshwa, Dagoretti North","KSh 79,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3456195,3,3,2
Crystal Valuers Ltd,"Riara Road, Dagoretti North","KSh 80,000",/listings/3-bedroom-apartment-for-rent-riara-road-3424792,150,3,3
Green Knight Properties,"Mbaazi, Mbaazi, Lavington, Dagoretti North","KSh 80,000",/listings/2-bedroom-apartment-for-rent-lavington-3444810,2,2,2
Green Knight Properties,"Lenana, Kilimani, Dagoretti North","KSh 80,000",/listings/2-bedroom-apartment-for-rent-kilimani-3459825,2,2,3
Hassconsult,"Rhapta Road, Westlands","KSh 80,000",/listings/furnished-3-bedroom-apartment-for-rent-rhapta-road-3453904,3,3,
Stop Properties Real Estate,"Rhapta Road, Westlands","KSh 80,000",/listings/3-bedroom-apartment-for-rent-rhapta-road-3467078,3,3,3
Edlon Group Limited,"Riara Road, Lavington, Dagoretti North","KSh 80,000",/listings/3-bedroom-apartment-for-rent-lavington-3462292,3,3,4
Habitat Realtors International Ltd,"Parklane Place, Kandara Rod, Kileleshwa, Dagoretti North","KSh 80,000",/listings/4-bedroom-apartment-for-rent-kileleshwa-3463057,125,4,3
Realty Plus,"Kilimani, Dagoretti North","KSh 80,000",/listings/3-bedroom-apartment-for-rent-kilimani-3466429,3,3,2
Prudential Green Ville,"lavington, lavington, Lavington, Dagoretti North","KSh 80,000",/listings/3-bedroom-apartment-for-rent-lavington-3694,3,3,2
Prudential Green Ville,"kilimani, Kilimani, Kilimani, Dagoretti North","KSh 80,000",/listings/3-bedroom-apartment-for-rent-kilimani-1-3457656,3,3,3
Prudential Green Ville,"kilimani, Kilimani, Kilimani, Dagoretti North","KSh 80,000",/listings/4-bedroom-apartment-for-rent-kilimani-1-3459994,4,4,4
Prudential Green Ville,"kilimani, kilimani, Kilimani, Dagoretti North","KSh 80,000",/listings/2-bedroom-apartment-for-rent-kilimani-3461579,2,2,2
Prudential Green Ville,"lavigton, lavington, Lavington, Dagoretti North","KSh 80,000",/listings/3-bedroom-apartment-for-rent-lavington-3466232,3,3,2
Capstone Properties,"Rhapta Road, Westlands","KSh 80,000",/listings/3-bedroom-apartment-for-rent-rhapta-road-3466985,3,3,3
City Homes Kenya Real Estate,"Rhapta road, Rhapta Road, Westlands","KSh 80,000",/listings/3-bedroom-apartment-for-rent-rhapta-road-3464803,3,3,3
Origin Homes,"Muringa Road, Kilimani, Dagoretti North","KSh 80,000",/listings/furnished-1-bedroom-apartment-for-rent-kilimani-3437872,1,1,1
Jazari Homes,"Oloitoktok road, Kikambala Road, Kileleshwa, Dagoretti North","KSh 80,000",/listings/furnished-1-bedroom-apartment-for-rent-kileleshwa-3440201,1,1,
Prudential Green Ville,"lavigton, lavington, Lavington, Dagoretti North","KSh 80,000",/listings/3-bedroom-apartment-for-rent-lavington-3466232,3,3,2
City Homes Kenya Real Estate,"Rhapta road, Rhapta Road, Westlands","KSh 80,000",/listings/3-bedroom-apartment-for-rent-rhapta-road-3464803,3,3,3
Origin Homes,"Muringa Road, Kilimani, Dagoretti North","KSh 80,000",/listings/furnished-1-bedroom-apartment-for-rent-kilimani-3437872,1,1,1
Jazari Homes,"Oloitoktok road, Kikambala Road, Kileleshwa, Dagoretti North","KSh 80,000",/listings/furnished-1-bedroom-apartment-for-rent-kileleshwa-3440201,1,1,
Buy Rent Shelters,"Loresho Apartment, Westlands Area, Westlands","KSh 80,000",/listings/3-bedroom-apartment-for-rent-westlands-area-3440190,3,3,3
Buy Rent Shelters,"Westlands Area, Westlands","KSh 80,000",/listings/3-bedroom-apartment-for-rent-westlands-area-3451736,3,3,3
Wealthlink Realtors Ltd,"Westlands Area, Westlands","KSh 80,000",/listings/3-bedroom-apartment-for-rent-westlands-area-3452256,186,3,2
Hilltrust Consult,"Riverside Drive, Riverside, Westlands","KSh 80,000",/listings/3-bedroom-apartment-for-rent-riverside-3382658,3,3,
Hilltrust Consult,"Off Rapta Rd, Westlands Area, Westlands","KSh 80,000",/listings/2-bedroom-apartment-for-rent-westlands-area-3413800,2,2,
Cloud Real Estate,"Nyari, Westlands","KSh 80,000",/listings/furnished-1-bedroom-apartment-for-rent-nyari-2-3399168,1,1,1
Rescom Ventures Ltd,"Old Muthaiga, Muthaiga","KSh 80,000",/listings/2-bedroom-apartment-for-rent-old-muthaiga-3465108,2,2,2
Naftal Properties,"Kilimani, Dagoretti North","KSh 80,000",/listings/2-bedroom-apartment-for-rent-kilimani-3465718,2,2,2
Naftal Properties,"Kileleshwa, Dagoretti North","KSh 80,000",/listings/furnished-1-bedroom-apartment-for-rent-kileleshwa-3466919,1,1,
Cfs Homes,"Kilimani, Dagoretti North","KSh 80,000",/listings/3-bedroom-apartment-for-rent-kilimani-3437881,3,3,
Property Point,"Kandara road, Kileleshwa, Dagoretti North","KSh 80,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3467717,170,3,4
Property Point,"Kandara road, Kileleshwa, Dagoretti North","KSh 80,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3467717,170,3,4
Benford Homes,"shanzu, shanzu, Mombasa CBD, Mombasa CBD","KSh 80,000",/listings/3-bedroom-apartment-for-rent-3468760,264,3,4
Phillavilla,"Kileleshwa, Dagoretti North","KSh 80,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3459500,3,3,3
